Name,Artist,Album,Spotify ID,Added On
Scary Love,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,6TA5aymvVrtiPVbuAwmPIc,2020-09-25T07:36:53Z
forget me too (feat. Halsey),Machine Gun Kelly,Tickets To My Downfall,1BUt6SbfoHn0WzKFb2s6dI,2020-09-25T06:36:48Z
title track,Machine Gun Kelly,Tickets To My Downfall,1SosPrPSTj69uHWd3ajyKR,2020-09-25T06:25:12Z
Hello,Adele,25,4sPmO7WMQUAf45kwMOtONw,2020-09-24T15:38:40Z
Ophelia,The Lumineers,Cleopatra,3d8y0t70g7hw2FOWl9Z4Fm,2020-09-24T15:38:30Z
Never Be Like You (feat. Kai),Flume,Skin,5WI2ltQIdwgzf1SNE76JyR,2020-09-24T15:38:10Z
All I Want,Kodaline,In A Perfect World,2PwXOevGUSkU8qaYZjgLq2,2020-09-24T15:38:08Z
I'm Not The Only One,Sam Smith,In The Lonely Hour,7795WJLVKJoAyVoOtCWqXN,2020-09-24T15:30:26Z
Love The Way You Lie,Eminem,Recovery,15JINEqzVMv3SvJTAXAKED,2020-09-24T10:29:27Z
G.U.Y.,Lady Gaga,ARTPOP,4rYLpaNFzt6pkQnrCvVHUw,2020-09-24T09:29:43Z
survivin',Bastille,survivin',1lwvJQGhdq6Kyr4BBquf23,2020-09-23T14:05:15Z
Ya No Volverán,Fresquito,Ya No Volverán,0W0FoosQXpFKkc0fRMJiit,2020-09-21T21:26:57Z
Girl Like Me,Alexa Demie,Girl Like Me,4xhUP8NcSyvng8wE8Rd1Z4,2020-09-21T14:08:39Z
Sé Donde Vives,Koma,El Catador de Vinagre,2u4YGFqrIebWxsMwz5xnBq,2020-09-18T18:05:50Z
Leave Me Alone,I DONT KNOW HOW BUT THEY FOUND ME,Razzmatazz,5DVbHrKHuyK8YRfH4yg2Jc,2020-09-18T13:24:30Z
Razzmatazz,I DONT KNOW HOW BUT THEY FOUND ME,Razzmatazz,5VKHmqDqIiUVNA5T9ilXmh,2020-09-18T07:05:24Z
Let's Love,David Guetta,Let's Love,6lhZLbb0czULpjb2kFryPS,2020-09-16T18:18:37Z
Rue,girl in red,Rue,6lhuBaygBqxBjdcXrM685k,2020-09-16T14:57:15Z
Daylight,Joji,Daylight,6Ed1q0X8oSKSm4IIhiQbYg,2020-09-16T14:24:10Z
Win,Nasty Cherry,What Do You Like In Me,632CutbxIbe3zwr0Pg5oFK,2020-09-15T22:14:45Z
What Do You Like In Me,Nasty Cherry,What Do You Like In Me,1CC3sbNapIE3ABGUdpp2oU,2020-09-15T22:10:27Z
Not Willing to Sacrifice My Life,King No-One,Not Willing to Sacrifice My Life,0RiRHjQwbg3CsuhbaHc62W,2020-09-14T14:54:50Z
That's What You Get,Paramore,Riot!,0UY4FvG4f9JI6kBR1BlWrZ,2020-09-11T18:33:52Z
Nobody Gets Me (Like You),Wallows,Nobody Gets Me (Like You),6n3hQsudILw9w3CqDwoO5M,2020-09-11T14:53:41Z
Fool,Cavetown,Lemon Boy,7asyVbwQE7IbA3x2be7bdI,2020-09-11T12:13:23Z
I Miss Having Sex But At Least I Don't Wanna Die Anymore,Waterparks,FANDOM,2Rmw7J0krEU75ffhkaK93D,2020-09-11T12:09:03Z
Tip Toes,half•alive,3,7DwaOIkZk8qLJKGX7XTF2l,2020-09-11T11:47:07Z
Uncomfortable,Wallows,Uncomfortable,4BreyjJu4w5EUhTKPIQymq,2020-09-11T06:51:04Z
Atmosphere - 2020 Digital Remaster,Joy Division,Atmosphere,7k42ztYdHyKWrKrENxwjkV,2020-09-10T10:04:57Z
Disorder - 2007 Remaster,Joy Division,Unknown Pleasures (Collector's Edition),5fbQCQt91LsVgXusFS0CCD,2020-09-10T08:27:42Z
Love Will Tear Us Apart - 2020 Remaster,Joy Division,Love Will Tear Us Apart,34iOH7LY3vme5rQxsVILZ4,2020-09-10T08:27:36Z
i miss the old u,blackbear,digital druglord,1nMYtxDrONcoGnKRvxTwPv,2020-09-08T21:50:01Z
Blood // Water,grandson,a modern tragedy vol. 1,7clyJIrLkEbXUDwj1tC9zz,2020-09-08T21:48:56Z
I Dare You,The Regrettes,How Do You Love?,6N3aShaAM8V6valfHIFVOr,2020-09-08T18:49:36Z
Pumpkin,The Regrettes,How Do You Love?,3erMpGAv6cGCEcYcaE19p1,2020-09-08T18:49:34Z
California Friends,The Regrettes,How Do You Love?,1KgS3NtxZ0yCVvWWHhYtyx,2020-09-08T18:49:31Z
Seashore,The Regrettes,Feel Your Feelings Fool!,6kQ3W5LMxh6ftjEBssYgAd,2020-09-08T18:49:25Z
Are You Bored Yet? - Live from Henson Studios,Wallows,Live from Henson Studios,64QpHXCrb4FDdTzRehQ7ti,2020-09-08T18:48:10Z
Remember When,Wallows,Nothing Happens,5naar7XewEOAjOywIp6Jjq,2020-09-08T18:48:01Z
Don't You Dare Forget the Sun,Get Scared,"Built for Blame, Laced With Shame - Spotify Exclusive",4JIYKZzKnlPhL28h0uixzZ,2020-09-08T09:22:47Z
Wolf Totem (feat. Jacoby Shaddix of Papa Roach),The HU,The Gereg (Deluxe Edition),35UsDRvnFWxVhvo2LtmMtG,2020-09-05T17:43:03Z
Heart Upon My Sleeve (feat. Imagine Dragons),Avicii,TIM,6kXNnS7JJz0nAv4XEwEmQJ,2020-09-05T11:23:46Z
Don't Look Back In Anger,Oasis,(What's The Story) Morning Glory,7H0jlAh4VoUtdeBUurXae9,2020-09-05T11:00:00Z
She Wolf (Falling to Pieces) [feat. Sia],David Guetta,Nothing but the Beat (Ultimate Edition),1SgdUjvppHnIp6L7DZSnwc,2020-09-05T10:55:03Z
Rain On Me (with Ariana Grande),Lady Gaga,Chromatica,7ju97lgwC2rKQ6wwsf9no9,2020-09-05T10:49:17Z
Mood (feat. iann dior),24kGoldn,Mood (feat. iann dior),3tjFYV6RSFtuktYl3ZtYcq,2020-09-05T10:49:02Z
Wannabe,Spice Girls,Spice,1Je1IMUlBXcx1Fz0WE7oPT,2020-09-05T10:41:29Z
Getting Over It,COUNTERFEIT.,Getting Over It,6B6fuvS6d6lGa1fMSQyJia,2020-09-04T15:46:03Z
Breezeblocks,alt-J,An Awesome Wave,3Wu6MhnZuLuzfH5wFC2g9i,2020-09-04T15:11:17Z
Turning Away,Sum 41,Order In Decline,4y6UbERZs3PZ0qsPYqe0Cq,2020-09-04T15:11:15Z
START A FIGHT,GHØSTKID,START A FIGHT,0Nv1z43iJePF8kp1EMRS0c,2020-09-04T12:42:14Z
Obey (with YUNGBLUD),Bring Me The Horizon,Obey (with YUNGBLUD),7fQox8Ere1HDm0jhSnsFHu,2020-09-02T18:11:41Z
Conversations in the Dark,John Legend,Conversations in the Dark,6TYlDTa9AQDvjqwbxlvFyI,2020-09-01T13:57:43Z
Boys And Girls,Jaden,CTV3: Cool Tape Vol. 3,0ykvJXrFZGdTRJMm8U1Re0,2020-08-31T15:30:20Z
The Birth Of SYRE,Jaden,CTV3: Cool Tape Vol. 3,449XkKJpZP1kZHqwYWVSPg,2020-08-31T15:30:18Z
Endless Summer feat. Raury,Jaden,CTV3: Cool Tape Vol. 3,4Ml78attuNrvTjf56HPmCr,2020-08-31T15:30:18Z
Deep End,Jaden,CTV3: Cool Tape Vol. 3,2XbptLgxPCu3JXlBgpYF2K,2020-08-31T15:30:17Z
Sunburnt,Jaden,CTV3: Cool Tape Vol. 3,3FzQG5YC4fM1TFIK0ZNeJK,2020-08-31T15:30:16Z
Drops Of Sun,Jaden,CTV3: Cool Tape Vol. 3,2kWjEXrGW9X4i8SE7CpPXR,2020-08-31T15:30:15Z
Photograph,Jaden,CTV3: Cool Tape Vol. 3,6q8LZSJXTbrHZkaGDzs2eo,2020-08-31T15:30:15Z
Cabin Fever,Jaden,CTV3: Cool Tape Vol. 3,17hEgChAl6FQ73xelHkKNt,2020-08-31T15:30:14Z
Muted Sunrise,Jaden,CTV3: Cool Tape Vol. 3,1Q4zvy7sa4UpxRsTJzijaq,2020-08-31T15:30:12Z
Young In Love,Jaden,CTV3: Cool Tape Vol. 3,4aQNjbxTjgHmmIrQbn2AFx,2020-08-31T15:30:12Z
Bad Connection,Jaden,CTV3: Cool Tape Vol. 3,7qm39Th9B9CSve2JwEAqli,2020-08-31T15:30:11Z
Everything,Jaden,CTV3: Cool Tape Vol. 3,5JF353xKQVcUAhdzNAkg0n,2020-08-31T15:30:10Z
LUCY!,Jaden,CTV3: Cool Tape Vol. 3,5HopPxueKZJfrvXYPfT42T,2020-08-31T15:30:09Z
Rainbow Bap,Jaden,CTV3: Cool Tape Vol. 3,0hmA5UgR7wphVWN83AVDgF,2020-08-31T15:30:08Z
In The Hills,Jaden,CTV3: Cool Tape Vol. 3,5DrLqN7INME4YUdwKlZq8s,2020-08-28T13:48:04Z
Circa 2015,Jaden,CTV3: Cool Tape Vol. 3,4NU4ZK3ncM05KPUc8JSuQ5,2020-08-28T13:31:40Z
Cabin Fever,Jaden,Cabin Fever,4P04T22VRDMfG7Yk0SMMxP,2020-08-28T13:31:03Z
Over Now (with The Weeknd),Calvin Harris,Over Now (with The Weeknd),58AGoOGbwsQMhBbH0eFLRR,2020-08-28T13:02:13Z
Kill My Time,5 Seconds of Summer,CALM,4aRQ4BgRUPTIpDWHQLxrar,2020-08-28T13:01:55Z
Haunting - Live From Webster Hall,Halsey,BADLANDS (Live From Webster Hall),0RwOyWjYfDjc9ZQbESCDU9,2020-08-28T08:20:46Z
Colors,Halsey,BADLANDS (Live From Webster Hall),0XEw2mU39oOekuHU59ZAmx,2020-08-28T08:20:46Z
Roman Holiday - Live From Webster Hall,Halsey,BADLANDS (Live From Webster Hall),0r0yp1OGfO4VOgUY6u3eV0,2020-08-28T08:20:46Z
Forget Her And Find Her - Talking Break - Live From Webster Hall,Halsey,BADLANDS (Live From Webster Hall),1W4sOKBqwzP65i2J4D9QQK,2020-08-28T08:20:46Z
Young God - Live From Webster Hall,Halsey,BADLANDS (Live From Webster Hall),1WI4TH5HwEcH8stJoc9a6w,2020-08-28T08:20:46Z
Hurricane - Live From Webster Hall,Halsey,BADLANDS (Live From Webster Hall),1uB0SF9wNBOfyeMt7PF8BA,2020-08-28T08:20:46Z
New Americana,Halsey,BADLANDS (Live From Webster Hall),1x5EFzKk286lmZHQvqfppu,2020-08-28T08:20:46Z
Castle,Halsey,BADLANDS (Live From Webster Hall),26auE2wH2FdGQWZf8aQ7G4,2020-08-28T08:20:46Z
Colors pt. II,Halsey,BADLANDS (Live From Webster Hall),2NLWOVOzm7gKHP95HWfE6M,2020-08-28T08:20:46Z
Strange Love,Halsey,BADLANDS (Live From Webster Hall),2owlo6l6rDFwhk7SZsilOK,2020-08-28T08:20:46Z
Roman Holiday,Halsey,BADLANDS (Live From Webster Hall),2u5LzIfEnJR5jkUgbOfKRk,2020-08-28T08:20:46Z
Haunting,Halsey,BADLANDS (Live From Webster Hall),30vXVKdajaQHp3dUUTkWqs,2020-08-28T08:20:46Z
Control - Live From Webster Hall,Halsey,BADLANDS (Live From Webster Hall),3AN7C8xslS6RMlYT046GoH,2020-08-28T08:20:46Z
Gasoline - Live From Webster Hall,Halsey,BADLANDS (Live From Webster Hall),3YJodNgpR0jCRk0IsYcF2K,2020-08-28T08:20:46Z
Ghost,Halsey,BADLANDS (Live From Webster Hall),40KQTpKH15vkfNFhUFP8SN,2020-08-28T08:20:46Z
Control,Halsey,BADLANDS (Live From Webster Hall),4GwdKBg9io4vLOTbkQ7G1X,2020-08-28T08:20:46Z
Coming Down,Halsey,BADLANDS (Live From Webster Hall),4HO2KO18358OqYCRbS9SGF,2020-08-28T08:20:46Z
Is There Somewhere - Live From Webster Hall,Halsey,BADLANDS (Live From Webster Hall),4LS0ejvUw0rVj22DU13LCj,2020-08-28T08:20:46Z
Hold Me Down,Halsey,BADLANDS (Live From Webster Hall),4UcD09p3PS91c6AvPkcxE8,2020-08-28T08:20:46Z
I Walk The Line,Halsey,BADLANDS (Live From Webster Hall),4XDK57l6jtYyvfqb6mh1rO,2020-08-28T08:20:46Z
Some Kind Of Stardust - Talking Break - Live From Webster Hall,Halsey,BADLANDS (Live From Webster Hall),4chG7ubW99IBBBEcPI0tgU,2020-08-28T08:20:46Z
Colors pt. II - Live From Webster Hall,Halsey,BADLANDS (Live From Webster Hall),4hLGqLXIGSsVoR3Sfl8LdW,2020-08-28T08:20:46Z
Gasoline,Halsey,BADLANDS (Live From Webster Hall),4k0yY041y3wLd41uDjqROv,2020-08-28T08:20:46Z
Drive - Live From Webster Hall,Halsey,BADLANDS (Live From Webster Hall),5CTB9RpyTkntYOWeYXHDIu,2020-08-28T08:20:46Z
I’m Not Playing Closer - Talking Break - Live From Webster Hall,Halsey,BADLANDS (Live From Webster Hall),5IYV2olXf2vh4Pg7Ihlrwm,2020-08-28T08:20:46Z
Trouble - Live From Webster Hall,Halsey,BADLANDS (Live From Webster Hall),5M3pspYqFfLgQq3Ioaf2y6,2020-08-28T08:20:46Z
Colors - Live From Webster Hall,Halsey,BADLANDS (Live From Webster Hall),5UnGkyqyiEPFSeOoJBCysr,2020-08-28T08:20:46Z
Hurricane,Halsey,BADLANDS (Live From Webster Hall),5cYwL6c9y4OfLbx7krXv2v,2020-08-28T08:20:46Z
Young God,Halsey,BADLANDS (Live From Webster Hall),5k5qgiNAE1182lTHFO24X5,2020-08-28T08:20:46Z
Coming Down - Live From Webster Hall,Halsey,BADLANDS (Live From Webster Hall),5nj502CTTN96K2PLDLMzMv,2020-08-28T08:20:46Z
Castle - Live From Webster Hall,Halsey,BADLANDS (Live From Webster Hall),6MO6DrfGiYWKOQKRi8TyT8,2020-08-28T08:20:46Z
Hold Me Down - Live From Webster Hall,Halsey,BADLANDS (Live From Webster Hall),6TuwZME8wPwey8E7vmGYrq,2020-08-28T08:20:46Z
New Americana - Live From Webster Hall,Halsey,BADLANDS (Live From Webster Hall),6WjeOpJIcApl0DvMLaCi0K,2020-08-28T08:20:46Z
Ghost - Live From Webster Hall,Halsey,BADLANDS (Live From Webster Hall),6uuQerSGQPi2YoNdfEEJwe,2020-08-28T08:20:46Z
Strange Love - Live From Webster Hall,Halsey,BADLANDS (Live From Webster Hall),7a4ocCGtDLhbGauYgHNhKY,2020-08-28T08:20:46Z
Drive,Halsey,BADLANDS (Live From Webster Hall),7lQqQhdlOHdlsDaSYOfEzo,2020-08-28T08:20:46Z
BELIEVE IT,PARTYNEXTDOOR,PARTYMOBILE,4HDCLYli2SUdkq9OjmvhSD,2020-08-27T17:29:50Z
Not Gonna Let You Walk Away,LOLO,In Loving Memory of When I Gave a Shit,0UyCF0hctdZJomjdzDibPB,2020-08-27T17:26:38Z
Take Yourself Home,Troye Sivan,In A Dream,0dXmVQ2II21I7WKm1Ceurd,2020-08-27T17:15:11Z
Starlight - Acoustic Cover,Marcus Daves,Relaxing Classical Playlist: Beautiful Instrumental Music Experience,7Bz15fl4MuHiDpgQ7dPBG7,2020-08-27T14:10:42Z
parking lot view,almost monday,parking lot view,3g4o4r0eC0aySaIRNCheL2,2020-08-27T14:06:08Z
Girls & Boys - 2012 Remaster,Blur,Parklife (Special Edition),2qrL1YF9aA865b6SKhLZ78,2020-08-27T14:01:46Z
My Love Was Like the Rain,Låpsley,Through Water,3LWwvkEW2XbD9qoW4uKGnI,2020-08-27T13:54:07Z
The Edge,Panicland,The Edge,3V7fPYLX3zQB2c0h5GGVoK,2020-08-27T13:45:49Z
The Driver,Bastille,The Driver,2V4sIqp3GhC9Cch36FB3jT,2020-08-27T13:22:57Z
Bad Things (with Camila Cabello),Machine Gun Kelly,bloom,1PSBzsahR2AKwLJgx8ehBj,2020-08-24T15:21:33Z
Roses,benny blanco,Sad Boi Hours,2H14J8AFl3DMKAKxkNNvcB,2020-08-24T15:01:16Z
You And I,Lady Gaga,Born This Way (International Special Edition Version),1ADciGUxOaUbBFd0rpYx7d,2020-08-24T10:14:30Z
Bang! (feat. Hayley Kiyoko) - AhhHaa Remix,AJR,Bang! (feat. Hayley Kiyoko) [AhhHaa Remix],6XrCCRw2Pr7DAHfrvXyAoa,2020-08-23T18:36:06Z
Burn the House Down,AJR,The Click (Deluxe Edition),4u8Gkqyg87iGSW3hQbbnQZ,2020-08-23T18:33:34Z
Bang!,AJR,Bang!,0m7TguDgLue2LCaDF7B4qx,2020-08-23T18:33:33Z
queen of broken hearts,blackbear,everything means nothing,1HKl3RJInVzf5ObVnM644j,2020-08-23T06:38:08Z
i felt that,blackbear,everything means nothing,1KPw3zETEXGQJZy3PTGcEh,2020-08-23T06:38:08Z
i feel 2 much,blackbear,everything means nothing,1qzzEIwMRV2ge8S8g3oQIj,2020-08-23T06:38:08Z
clown (with Trevor Daniel),blackbear,everything means nothing,2CWgsjHSIz6cNFiueadyQs,2020-08-23T06:38:08Z
why are girls?,blackbear,everything means nothing,2fQs92q17kaiqs0SusQEHW,2020-08-23T06:38:08Z
hot girl bummer,blackbear,everything means nothing,2mt1IqcFyY1zmYZT8Q3xw9,2020-08-23T06:38:08Z
me & ur ghost,blackbear,everything means nothing,38KsRHYE10bG0paU78gL9r,2020-08-23T06:38:08Z
half alive,blackbear,everything means nothing,3Aua1bpEgSQvAOKgwUsS5g,2020-08-23T06:38:08Z
sobbing in cabo,blackbear,everything means nothing,48iH9gJShcSbMPeXQTP38X,2020-08-23T06:38:08Z
if i were u (with Lauv),blackbear,everything means nothing,4Rh4UxgPaRTaFfKumWtUbM,2020-08-23T06:38:08Z
smile again,blackbear,everything means nothing,591AblJY9k2PSBDQFz4mhK,2020-08-23T06:38:08Z
Mar adentro,Heroes Del Silencio,El Mar No Cesa- Edición Especial,1Oo6emBm60fXZJU2RCeWpH,2020-08-22T18:30:03Z
Bitter Sweet Symphony,The Verve,This Is Music: The Singles 92-98,1WYEDcS7WGjv0rG7rmMX3o,2020-08-22T18:29:43Z
Entre dos tierras,Heroes Del Silencio,Senderos De Traición - Edición Especial,7BYqVvoXpQFhs4jJ0qqNZt,2020-08-22T18:29:39Z
Nothing Else Matters,Metallica,Metallica,0nLiqZ6A27jJri2VCalIUs,2020-08-22T18:23:21Z
One,Metallica,...And Justice For All,5IX4TbIR5mMHGE4wiWwKW0,2020-08-22T18:23:01Z
Master Of Puppets,Metallica,Master Of Puppets (Remastered),2MuWTIM3b0YEAskbeeFE1i,2020-08-22T18:22:57Z
Enter Sandman,Metallica,Metallica,5sICkBXVmaCQk5aISGR3x1,2020-08-22T18:22:56Z
Hallowed Be Thy Name - 2015 Remaster,Iron Maiden,The Number of the Beast (2015 Remaster),469rBLYJUZHMJLtq2Wch3h,2020-08-22T18:21:37Z
summer depression,girl in red,chapter 1,1ZFKa5PXsgvDJF6l1xRm2w,2020-08-22T18:20:48Z
forget her,girl in red,we fell in love in october / forget her,00gLisxOrLruNwJFdpkHc2,2020-08-22T18:20:47Z
i'll die anyway.,girl in red,i'll die anyway.,7yyJF1BYBaCifNmO1RGhv7,2020-08-22T18:20:46Z
bad idea!,girl in red,bad idea!,1M4Ud66z18wuIq3oOxqVHa,2020-08-22T18:20:41Z
Walk,Foo Fighters,Wasting Light,76Je5Wklky23mVoxiRszcN,2020-08-22T18:20:27Z
Lullaby - Remastered,The Cure,Disintegration (Deluxe Edition),0ZYdUkAQmKHsaKRmq8tWSE,2020-08-22T18:19:45Z
Still Want You,Brandon Flowers,The Desired Effect,6nAETtcZpFll0FqSzozOVk,2020-08-22T18:18:23Z
The Days,Avicii,The Days / Nights,5Iy2Jj87Ha0C0IBlNE1I4y,2020-08-22T18:18:17Z
Bad At Love,Halsey,hopeless fountain kingdom (Deluxe),7y9iMe8SOB6z3NoHE2OfXl,2020-08-22T18:18:17Z
Easy,Troye Sivan,In A Dream,0iZBGkYSNt0pjvzvmOCSTW,2020-08-20T23:39:50Z
Take Yourself Home,Troye Sivan,In A Dream,18yD3SrNH6hin0shobPzcU,2020-08-20T23:39:50Z
could cry just thinkin about you,Troye Sivan,In A Dream,3dqbN2Ed7MNAJG5T3n4fll,2020-08-20T23:39:50Z
STUD,Troye Sivan,In A Dream,6SiFqo6B6NpZOsPfPkopQB,2020-08-20T23:39:50Z
IN A DREAM,Troye Sivan,In A Dream,1444RlH5FNC5fJmBcLB9xI,2020-08-20T23:39:45Z
Rager teenager!,Troye Sivan,In A Dream,33ahLbU9N6qXlpbJfX6Ys8,2020-08-20T23:39:45Z
i'm so tired...,Lauv,~how i'm feeling~,4vjpLMyL3ZO6aphdYr8XYw,2020-08-20T23:39:41Z
Zombie,Bad Wolves,Zombie,1vNoA9F5ASnlBISFekDmg3,2020-08-19T21:59:57Z
if i were u (with Lauv),blackbear,if i were u (with Lauv),0CF1RH8dQKuK2lQPSQw2lZ,2020-08-19T11:18:46Z
Le Velo Pour Deux,The Brobecks,Violent Things,0ELhySM15LSATfgtovVXoE,2020-08-19T11:13:14Z
Visitation Of The Ghost,The Brobecks,Violent Things,0UspsjF4bHzpQdvHvKM3hV,2020-08-19T11:13:14Z
Bike Ride,The Brobecks,Violent Things,1DHO9aXBgjht4TtVNx0B5j,2020-08-19T11:13:14Z
Better Than Me,The Brobecks,Violent Things,2ACs0dJwkSsvNZvEbvFurK,2020-08-19T11:13:14Z
Small Cuts,The Brobecks,Violent Things,2vd4ULh4EXAeIyOoe9JZ30,2020-08-19T11:13:14Z
Goodnight Socialite,The Brobecks,Violent Things,3lWU0u5AZTmr0vm3m8VV2R,2020-08-19T11:13:14Z
Boring,The Brobecks,Violent Things,4LE2LTxx5uAejuOKghea3Q,2020-08-19T11:13:14Z
Love At First Sight,The Brobecks,Violent Things,4meLiXR44Kg4MdXoVSO58C,2020-08-19T11:13:14Z
All Of The Drugs,The Brobecks,Violent Things,6COAJpQ2HEZqiBpvYUOZp0,2020-08-19T11:13:14Z
The Nerve,The Brobecks,Violent Things,6dJaYiWkLmTXc8cR0EFJTD,2020-08-19T11:13:14Z
"I Will, Tonight",The Brobecks,Violent Things,6yVt81ZpH408vjeOSmIvYK,2020-08-19T11:13:14Z
If You Like It Or Not,The Brobecks,Violent Things,7eN56jd24acGjea5YRBCS6,2020-08-19T11:13:14Z
Introduction,I DONT KNOW HOW BUT THEY FOUND ME,1981 Extended Play,7MZA6HSmsPd6CIZG214MVx,2020-08-19T08:58:43Z
Midnight Sky,Miley Cyrus,Midnight Sky,27ycaQnQAxaPiyeg3nr2aB,2020-08-18T23:29:10Z
Still Don't Know My Name,Labrinth,Euphoria (Original Score from the HBO Series),6N22FZs2ZhPBYi3b9XPajV,2020-08-18T19:17:33Z
weird!,YUNGBLUD,weird!,0mCR06PzcuMFPAFz4V4lOB,2020-08-18T19:04:54Z
Lemonade (with Denzel Curry),YUNGBLUD,Lemonade (with Denzel Curry),4k9it7Buh3IXU7o3oLRjJL,2020-08-18T19:04:30Z
enemy,Charli XCX,how i'm feeling now,51qNCY0lUymE88LPDUqFXd,2020-08-18T19:03:12Z
Lovin' Is Bible,The Aces,When My Heart Felt Volcanic,6Nj7fiQsU9yX1knVNUc6uB,2020-08-18T11:13:24Z
girls,girl in red,girls,1kqc6U8hVYZhY0gFGQclCz,2020-08-17T11:24:09Z
Sun Comes Up - Acoustic,Rudimental,Sun Comes Up (Acoustic),2YO0VBWKaIdtUqfOKelqF1,2020-08-14T22:01:48Z
Sun Comes Up (feat. James Arthur),Rudimental,Sun Comes Up (feat. James Arthur),6SUocL0caib4mLHe8ZrZzi,2020-08-14T22:01:42Z
Wonderwall,Oasis,(What's the Story) Morning Glory?,2tDz0gabkgCjFE34CWvwrl,2020-08-13T01:03:55Z
Don't Look Back In Anger,Oasis,(What's the Story) Morning Glory?,1zaXnfUrCilONORROcAb6T,2020-08-13T01:03:54Z
Champagne Supernova,Oasis,(What's the Story) Morning Glory?,3pCfT2WWBbGkJBTayTOvu3,2020-08-13T01:03:53Z
People Are Strange,The Doors,Strange Days,1Jmqubf9kGkWeYQXQKImL5,2020-08-12T20:05:08Z
Only the Good Die Young,Billy Joel,The Stranger (Legacy Edition),1xOXXYh6lTW8laxlW7JP2J,2020-08-12T20:02:05Z
By the Sword,iamjakehill,By the Sword,3HsFSrIsbO54TFDfG66pZm,2020-08-07T19:02:28Z
Pretty Girls,iann dior,I'm Gone,3fKdTr6Uv8HTb92Ih3QWxa,2020-08-07T12:07:36Z
i feel bad,blackbear,i feel bad,1woVRb6gryP7hsMvBkiIzj,2020-08-07T11:57:34Z
Monsters - Acoustic - Live From Lockdown,All Time Low,Monsters (Acoustic - Live From Lockdown),141C5AoyVsKC7vrKtiILTV,2020-08-07T11:57:03Z
Smile (with The Weeknd),Juice WRLD,Smile (with The Weeknd),1EIsJed40cd7Bcv8SXVdqA,2020-08-07T06:38:43Z
my ex's best friend (with blackbear),Machine Gun Kelly,my ex's best friend (with blackbear),70rFIfYN7lU6iTgUIVP42w,2020-08-06T22:01:01Z
Rager teenager!,Troye Sivan,Rager teenager!,0wiIuHFABKAtdRlzB4Vv6k,2020-08-05T23:52:52Z
The King,Conan Gray,The King,54GASuUdLbhhdyECNUp3Pb,2020-08-05T20:44:56Z
concert for aliens,Machine Gun Kelly,concert for aliens,6z7oVGcpVDRTxurZIJIkrV,2020-08-05T19:55:52Z
Take Yourself Home,Troye Sivan,Rager teenager!,5ytv3HFECCtYeuTBjVv0fh,2020-08-05T19:11:15Z
Easy,Troye Sivan,Rager teenager!,5D2IddPYLRIl9yUKvUQdJF,2020-08-05T19:11:13Z
Dying To Believe,Parkway Drive,Ire,7pJoK4OQGGlTF5z7QLAFSc,2020-08-04T11:58:14Z
Power (feat. Frank Carter),Can't Swim,Foreign Language,1hoNvw0gHJTRYWuFRGuk8I,2020-08-03T12:45:33Z
My Queen,Can't Swim,This Too Won't Pass,6K7R3QbTfDpRd7QMRyqTET,2020-08-03T12:45:31Z
Your Clothes,Can't Swim,Death Deserves a Name,6R9xG17MVoCD5OiZd7NRmX,2020-08-03T12:45:29Z
"""sometimes you meet the right people at the wrong times""",Can't Swim,This Too Won't Pass,1J5WWo4zSTWIKD7VFr6wn4,2020-08-03T12:43:54Z
Stranger,Can't Swim,Fail You Again,6ZCb0vQO4UqQKSYls15HZA,2020-08-03T12:43:52Z
The Winner Takes It All,ABBA,Super Trouper,3oEkrIfXfSh9zGnE7eBzSV,2020-08-02T15:03:32Z
feel something,Bea Miller,feel something,7JDWhC422Gtk1Bq0mL3OTC,2020-08-02T14:35:27Z
Is There Somewhere,Halsey,Room 93,5XijWLBY0vwl5MPUpQA2Ha,2020-08-02T12:47:22Z
strawberry lipstick,YUNGBLUD,strawberry lipstick,222MT5t80Pf0C1ItJ79sCF,2020-08-01T20:07:02Z
Perfect Places,Lorde,Melodrama,1qXjolYMICsnISl8xZAbA2,2020-07-31T15:16:00Z
my future,Billie Eilish,my future,2ygvZOXrIeVL4xZmAWJT2C,2020-07-30T23:11:21Z
WHAT YOU GONNA DO???,Bastille,WHAT YOU GONNA DO???,31brGBYDq5N15VxIn5juop,2020-07-30T21:04:45Z
Be Kind (with Halsey) [Stripped],Marshmello,Be Kind (with Halsey) [Stripped],2CAb0iGKrcIpzPvGOjJere,2020-07-29T11:07:40Z
Bags,Clairo,Immunity,6UFivO2zqqPFPoQYsEMuCc,2020-07-28T12:19:03Z
Here Come The Wolves,Strange Bones,Here Come The Wolves,49nRs7oxJOqMxREwP39Nsh,2020-07-28T12:03:06Z
queen of broken hearts,blackbear,queen of broken hearts,1YaLBadQjS701ZLZRGjPMX,2020-07-27T01:23:26Z
Toxic,Kehlani,It Was Good Until It Wasn't,5nexAvWNhwg51EavnDgViy,2020-07-26T21:15:31Z
Sonderland,Neck Deep,All Distortions Are Intentional,04XjMCR9EiZeKIrR0LZcjq,2020-07-24T23:18:32Z
Lowlife,Neck Deep,All Distortions Are Intentional,0Tw60ETiprzweU3AYHuTdq,2020-07-24T23:18:32Z
